10679,Криминални романи,"„Грандиозна нощ се очертаваше в демократична Клептомадия – някогашното балканско княжество Клептомадия, превърнало се във фашистка държава Клептомадия, след което и в Народна република Клептомадия.”Под псевдонима Джеймс Броуди Уот се крие бивш агент на ЦРУ, работил през 90-те години на ХХ век в района на Балканите. Когато прочете книгата, читателят ще разбере защо авторът иска да остане анонимен. Зад бликащия от страниците хумор се крие плашещо дълбоко познаване както на балканската действителност, така и на методите, с които си служат водещите световни разузнавания. Читателят би се запитал: Ако този анонимен автор знае това, което казва в тази книга, какво ли още знае, но не казва? Романът „Триумф в Клептомадия” не е фикция и не е антиутопия. Това е политически трилър, който вероятно ще причини безсънни нощи на мнозина балкански ВИП лица и на разработващите ги агенти. За всички останали това е блестящ коктейл от напрежение и освобождаващ смях. Заглавието на книгата спокойно може да се преведе като „Нашият човек на Балканите”, а анонимният Джеймс Броуди Уот – да се обяви за достоен наследник на Греъм Грийн."
10675,Мемоари и обществено-политическа литература,"Преди четиридесет години президентът Ричард Никсън ми оказа честта да ме изпрати в Пекин, за да възстановя контактите с тази централна за историята на Азия страна, с която Америка не бе имала отношения на най-високо равнище в продължение на почти двадесет години. Американският мотив за отваряне към нея беше да представим пред нашия народ визия за мирно преодоляване на тежките проблеми на Виетнамската война и на зловещите перспективи на Студената война. Китай, макар технически да бе съюзник на Съветския съюз, търсеше маневрено пространство, за да устои на заплахата от атака от Москва.В този период съм посещавал Китай повече от петдесет пъти. Като много посетители през вековете, не можех да не се възхитя на китайския народ, на неговата издръжливост, изтънченост, проницателност и хитрост, на семейното чувство и на културата, която представлява. Същевременно, през целия си живот разсъждавах върху изграждането на мира – най-вече от американска гледна точка. Имах късмета да мога да проследя тези две линии на мислене едновременно като висш служител – носител на послания – и като учен.Тази книга е опит, базиран отчасти на разговори с китайските лидери, да бъдат обяснени концептуалният начин на китайското мислене относно проблемите на мира и войната, вътрешният ред и отношението към по-практичния американски подход към всеки конкретен случай. Различните истории и културите понякога стигат до различни заключения. Аз не винаги съм съгласен с китайската гледна точка. Не е възможно и всеки читател да се съгласи с нея. Но е необходимо тя да бъде разбрана, тъй като Китай ще играе огромна роля в света през XXI век. "
10672,Истории,"Издателство „Труд” попълва библиотека „Родина” с трето заглавие, което е под номер 2 в поредицата. За траките ни разказва Николай Големанов под вещия научен поглед на доц. д-р Петър Делев и с помощта на прекрасните рисунки на художничката Дея Вълчева. Изданието е посветено на изумяващия с постиженията си народ, живял по нашите земи от най-дълбока древност. В книгата ще намерите богата информация за бита, културата, обичаите и нравите на траките. Тя е разделена на 8 части, всяка от които има по няколко глави. Първата част е посветена на най-древните сведения за траките, техния произход и имена. В следващите раздели е обърнато специално внимание на тракийското общество и градове, на тракийските богове и култура, владетелите, на войните, които са водили траките. Включен е и речник на известните ни думи с тракийски произход. Изданието завършва със залеза на тракийската цивилизация и нашествието на народите от изток. Книгата е богато илюстрирана със снимки на археологически обекти и находки и рисунки на възстановки на хора с характерното за тях облекло, оръжие, накити по време на битки и ритуали в естествената им среда от постройки и предмети."
10670,Исторически романи,"Авитохол е смятан за легендарен български владетел. Той е първият хан в „Именникът на българските ханове” – „Авитохол живя триста години. Родът му бе Дуло, а годината Дилом Твирем“. Има редица предположения какво означава името му и какъв е произходът му. Една от хипотезите е, че Авитохол е Атила.„Една Прекрасна Легенда за Авитохол” описва събитията от древна епоха, епоха, в която българите били управлявани от митичния владетел. По това време става и първото преселване на прадедите ни от околностите на планината Памир в Централна Азия в районите на Северен Кавказ и Южна Украйна. Така Авитохол не само спасил от погубване народността и самоличността на тези, които го последвали, но и преселил българите по-близо до големите огнища на европейската цивилизация."
10669,Приключенски романи,"– Тази вечер? Утре? – възкликна милейди. Тези думи я изтръгнаха от унеса й. – Какво искате да кажете? Някаква вест ли чакате от него?– Очаквам него самия.– Него, Д'Артанян тук!– Да, него.– Но това е невъзможно! Той участва в обсадата на Ла Рошел заедно с кардинала и ще се върне чак след превземането на града.Атос, Портос и Арамис, трима смели и дръзки мускетари от ротата на господин Дьо Тревил, са предизвикани от съдбата в коварна борба за спасяването на крал Луи XIII. Те трябва да провалят замисъла на кардинал Ришельо, целящ да злепостави френския монарх. Към неразделната тройка се присъединява и младият благородник Д'Артанян. Но когато той се влюбва в красивата и опасна шпионка на кардинала милейди Уинтър, мечтата му да стане мускетар изглежда почти неосъществима, а мисията за спасяване на краля — невъзможна..."
10668,Приключенски романи,"Трябваше да избира между краля и кардинала, а избере ли веднъж, трябваше да постоянства в избора си. Като се обърна към Атос и неговите приятели, той каза:– Господа, позволете ми да ви поправя: вие казахте, че сте само трима, а на мен ми се струва, че сме четирима.– Но вие не сте от нашите – каза Портос.– Вярно е – отвърна Д'Артанян. – Аз не нося вашата униформа, но душата ми е като вашата. Сърцето ми е мускетарско, чувствам това, господине, и то ме увлича.Атос, Портос и Арамис, трима смели и дръзки мускетари от ротата на господин Дьо Тревил, са предизвикани от съдбата в коварна борба за спасяването на крал Луи XIII. Те трябва да провалят замисъла на кардинал Ришельо, целящ да злепостави френския монарх. Към неразделната тройка се присъединява и младият благородник Д'Артанян. Но когато той се влюбва в красивата и опасна шпионка на кардинала милейди Уинтър, мечтата му да стане мускетар изглежда почти неосъществима, а мисията за спасяване на краля — невъзможна..."
10663,Приказки,"Тя е момиче, а той е момче,но тя е дете и той е дете.И всеки добре е щом в игрите,намери приятел, с когото щастлив е.Когато през 1962 г. Стен и Джен Беранстийн пускат първата книжка за семейството Мечета, не подозират, че и до ден днешен тя ще се препрочита и ще бъде любимо четиво на малките деца и техните родители.Историите с интересен сюжет и задължителна поука грабват вниманието на милиони читатели по света. А по тях са направени и анимационни филмчета, като дори наскоро излезе и видео игра.Издателство „Труд”, съвместно с „Infinity Publishing” представя шест от най-интересните истории, които се надяваме да се харесат и на българското дете и неговите родители:В поредицата:№1. Мечетата Беранстийн научават за непознатите№2. Мечетата Беранстийн и толкова много телевизия№3. Мечетата Беранстийн и проблемите с приятели№4. Мечетата Беранстийн и проблеми с възрастните№5. Мечетата Беранстийн и истината№6. Мечетата Беранстийн, забранено за момичета"
10659,Приказки,"– Да тръгна. Много обичам весела дружина. Сам не ми се върви. Тръгнали петимата. По едно време петелът запитал гъската знае ли къде живее зимата.– Не знам – отвърнала гъската. – Свинята знае.– Накъде вървим, свиньо? Знаеш ли пътя към зимата?– Не го знам, гъско. Аз не ви водя, а овенът. Той знае пътя. Него запитайте.– Овньо, накъде си ни повел? Тоя път води ли към къщата на зимата?– Не знам. Не виждате ли, че ви не водя аз, а бикът. Той знае пътя.– Накъде води тоя път, биче? Към къщата на зимата ли?– Кой го знае накъде води! Не виждате ли, че вървим напосоки?"
10658,Мемоари и обществено-политическа литература,"Всеки пушач непрекъснато си задава въпросите: „Защо ни преследват?!”, „Защо ни тормозят?!”, „Кой и защо започна тоталната война срещу пушенето?!”, „Коя е икономическата и политическата логика, стояща зад забраните?!” .Ако сте пушач, в тази книга ще намерите отговор на въпросите, които ви измъчват.Ако не сте – ще разберете как идеологиите и желанието да се налагат диктат, ограничения и забрани, може да унищожи една вековна привичка, станала част от културата на света. Книгата проследява историята на забраните на тютюнопушенето, които датират от времето, когато испанците донасят тютюна от Латинска Америка в Европа. През ХII в. турският султан Мурад IV заповядва да бъдат екзекутирани 25 000 пушачи.„Това, че Хитлер е отказал цигарите, се е отразило зле на света. А това, че не е водилдостатъчно последователна борба срещу пушачите, е било добре за света.”"
10655,Приказки,"И да се опитваш, и да се надявашот лъжата истина да сътвориш,ти не можеш и не трябва,по-добре, да не грешиш. Когато през 1962 г. Стен и Джен Беранстийн пускат първата книжка за семейството Мечета, не подозират, че и до ден днешен тя ще се препрочита и ще бъде любимо четиво на малките деца и техните родители. Историите с интересен сюжет и задължителна поука грабват вниманието на милиони читатели по света. А по тях са направени и анимационни филмчета, като дори наскоро излезе и видео игра.Издателство „Труд”, съвместно с „Infinity Publishing” представя шест от най-интересните истории, които се надяваме да се харесат и на българското дете и неговите родители:В поредицата:№1. Мечетата Беранстийн научават за непознатите№2. Мечетата Беранстийн и толкова много телевизия№3. Мечетата Беранстийн и проблемите с приятели№4. Мечетата Беранстийн и проблеми с възрастните№5. Мечетата Беранстийн и истината№6. Мечетата Беранстийн, забранено за момичета"
10653,Приказки,"Имало един много богат човек. Всичко си имал той: овце, кози, крави, волове – на стада, а коне – цяло хергеле. Само чедо си нямал. И мъжът, и жена му били много праведни хора: наглеждали болни, помагали на бедни, задомявали моми сирачета, прибирали пътници у дома си – изхранвали ги, постилали им да преспят, нагощавали ги, давали им хляб за по пътя. Ден не минавал да си нямат гостенин вкъщи; ту някой сиромах, ту вдовица, ту сираче, ту закъснял друмник. Не им бил сладък ни обедът, ни вечерята без гост."
10652,Истории,"Учебникът обхваща периода от VI в. до 2004 г. В сбита и достъпна форма, на основата на събития и факти в него са отразени най-важните етапи от историята на Русия от древни времена до наши дни. Разкрива се развитието на руската държавност и състоянието на руското общество през вековете, особеностите на руския, съветския и постсъветския манталитет; значението на реформите, контрареформите, и революциите в историята на Русия. Значително внимание е отделено на развитието на културата, науката, обществената мисъл. Схемите и таблиците в учебника дават по-ясна представа за системата на висшето, централното и местното управление в Русия през вековете. За улеснение на българския читател учебникът е допълнен с пояснения под линия, с карти, с терминологичен речник и със списък на съкращенията (абревиатурите), появили се в съветския период от развитието на Русия. Учебникът е предназначен за преподавателите във висшите учебни заведения и студентите историци, за учителите по история и всички, които се интересуват от историята на Русия."
10649,Криминални романи,"Край Копенхаген е убит българин. На фирма, която работи с България, не са предадени 300 000 долара капаро за поръчана стока. Кой е убиецът? У кого са парите? За да разплете този криминален възел, Емил Боев е командирован в Дания под името Михаил Коев. Попада в компанията на агенти на ЦРУ, които знаят всъщност кой е той – агент от българското разузнаване, пред когото “синее царството на красивата илюзия”. Опитват се да го вербуват. Устройват му различни капани. Минава през тежки изпитания. Вълнуващи моменти от работата на човек, който е на мястото си, но от сенчестата страна на живота."
10646,Енциклопедии,"Дванадесеттомната национална енциклопедия “България” е научно-справочно издание, предназначено за широк кръг читатели. Тя съдържа максимално пълна информация за Република България, обхваща всичко значително за страната – природа, история, стопанство, наука, култура. Събран е и е систематизиран огромен фактологичен материал за всичко съществено, станало по българските земи и сътворено от българския народ през 13-вековното му развитие.Енциклопедията съдържа 12 840 статии – за исторически и политически събития, политически и обществени организации, за предприятия, културни и научни институции, за природни обекти, селища, исторически места, културни, писмени и архитектурни паметници и забележителности, за български политически, обществени, научни, културни, стопански и други дейци, оставили трайна диря в многовековния живот на народа, и за чужденци, чиято дейност е свързана с България.Изданието е богато илюстрирано с над 10 000 цветни и черно-бели илюстрации, схеми, карти и таблици."
10645,Енциклопедии,"Дванадесеттомната национална енциклопедия “България” е научно-справочно издание, предназначено за широк кръг читатели. Тя съдържа максимално пълна информация за Република България, обхваща всичко значително за страната – природа, история, стопанство, наука, култура. Събран е и е систематизиран огромен фактологичен материал за всичко съществено, станало по българските земи и сътворено от българския народ през 13-вековното му развитие.Енциклопедията съдържа 12 840 статии – за исторически и политически събития, политически и обществени организации, за предприятия, културни и научни институции, за природни обекти, селища, исторически места, културни, писмени и архитектурни паметници и забележителности, за български политически, обществени, научни, културни, стопански и други дейци, оставили трайна диря в многовековния живот на народа, и за чужденци, чиято дейност е свързана с България.Изданието е богато илюстрирано с над 10 000 цветни и черно-бели илюстрации, схеми, карти и таблици."
10644,Енциклопедии,"Дванадесеттомната национална енциклопедия “България” е научно-справочно издание, предназначено за широк кръг читатели. Тя съдържа максимално пълна информация за Република България, обхваща всичко значително за страната – природа, история, стопанство, наука, култура. Събран е и е систематизиран огромен фактологичен материал за всичко съществено, станало по българските земи и сътворено от българския народ през 13-вековното му развитие.Енциклопедията съдържа 12 840 статии – за исторически и политически събития, политически и обществени организации, за предприятия, културни и научни институции, за природни обекти, селища, исторически места, културни, писмени и архитектурни паметници и забележителности, за български политически, обществени, научни, културни, стопански и други дейци, оставили трайна диря в многовековния живот на народа, и за чужденци, чиято дейност е свързана с България.Изданието е богато илюстрирано с над 10 000 цветни и черно-бели илюстрации, схеми, карти и таблици."
10643,Енциклопедии,"Дванадесеттомната национална енциклопедия “България” е научно-справочно издание, предназначено за широк кръг читатели. Тя съдържа максимално пълна информация за Република България, обхваща всичко значително за страната – природа, история, стопанство, наука, култура. Събран е и е систематизиран огромен фактологичен материал за всичко съществено, станало по българските земи и сътворено от българския народ през 13-вековното му развитие.Енциклопедията съдържа 12 840 статии – за исторически и политически събития, политически и обществени организации, за предприятия, културни и научни институции, за природни обекти, селища, исторически места, културни, писмени и архитектурни паметници и забележителности, за български политически, обществени, научни, културни, стопански и други дейци, оставили трайна диря в многовековния живот на народа, и за чужденци, чиято дейност е свързана с България.Изданието е богато илюстрирано с над 10 000 цветни и черно-бели илюстрации, схеми, карти и таблици."
10642,Приказки,"Когато през 1962 г. Стен и Джен Беранстийн пускат първата книжка за семейството Мечета, не подозират, че и до ден днешен тя ще се препрочита и ще бъде любимо четиво на малките деца и техните родители. Историите с интересен сюжет и задължителна поука грабват вниманието на милиони читатели по света. А по тях са направени и анимационни филмчета, като дори наскоро излезе и видео игра.Издателство „Труд”, съвместно с „Infinity Publishing” представя шест от най-интересните истории, които се надяваме да се харесат и на българското дете и неговите родители:Очаквайте в поредицата:№1. Мечетата Беранстийн научават за непознатите№2. Мечетата Беранстийн и толкова много телевизия№3. Мечетата Беранстийн и проблемите с приятели№4. Мечетата Беранстийн и проблеми с възрастните№5. Мечетата Беранстийн и истината№6. Мечетата Беранстийн, забранено за момичета"
10641,Криминални романи,"В една мрачна и дъждовна ноемврийска нощ в Конкарно – курортно градче в северната част на Франция – е извършено убийство. Комисарят Мегре е назначен да разследва случая, а скоро самият той ще се убеди, че животът в малкото градче не е така спокоен. Стара любовна история и стремеж към лично отмъщение се преплитат в историята, а появата на едно старо, мръсно и жълто куче озадачава всички..."
10638,Приключенски романи,"– Правилно постъпвате, мешърс, дръжте здраво един за друг! Не мисля, че това е необходимо заради Краля на петрола, защото не мога да кажа лоша дума за него, но ви давам този съвет заради индианците. Нихорасите и навахите са изровили бойната секира, а казват, че вече дори и на иначе толкова миролюбивите моки не можело да се има доверие. Какво да кажа на Винету и Поразяващата ръка, ако дойдат?"
10637,Приказки,"За първи път на българския пазар всички приказки в един том!  Арабският свят е океан – никой не може да го изпие. “1001 нощ” е най-лесният и приятен начин да плуваме в него. Гмурнете се във вълшебния свят на Шехеразада, Али Баба, Синдбад и Аля ад-Дин и се насладете на приказни тайнства и поуки, вдъхновили цялото класическо и модерно изкуство. Текстът е представен в оригиналния му, най-пълен вид, обогатен с многобройните песни и стихове, съпътстващи приказките. “Хиляда и една нощ” възниква в приблизително сегашния си вид някъде в края на ХІІІ и началото на ХІV в. През различните периоди към основния текст са били прибавяни нови разкази, отпадали са други или части от тях, всеки разказвач е разширявал или стеснявал текста според собствения си вкус и разбирания. Затова с право наричат тази книга енциклопедия на арабския бит, история, космогония, нрави и обичаи.Това издание на „Хиляда и една нощ” е превод от арабски и съдържа всички приказки и стихове, включени в оригинала."
10635,Приключенски романи,"Всички деца порастват, само едно дете не порасна. Те рано разбират това. Ето как Уенди го разбра. Един ден, когато беше на две години, както си играеше в градината,тя откъсна едно цвете и изтича да го занесе на майка си. Сигурно е изглеждала много сладка, защото мисис Дарлинг сложи ръка на сърцето си и извика:– Ах, защо не може да останеш такава завинаги!Тя не каза нищо повече на тази тема, но оттогава Уенди знаеше, че трябва да порасне. Всяко дете разбира това, когато стане на две години. Тази възраст е краят на най-хубавото."
10633,Криминални романи,"Василий Скопцов е нестандартен журналист – навира носа си там, където не трябва. В тайгата на брега на рекичка открива... робовладелческа колония. Робите под надзора на охранители промиват злато. От тук живи не излизат. Охранителите са шефът на администрацията, началникът на милицията, началникът на колонията под строг режим... Скопцов знае доста много, вече го очаква участта на роба. Разбира се, той не се примирява с това – зад себе си има служба в специалните части в Чечня. Смята, че и сам воинът е воин."
10631,Криминални романи,"Япония, Едо, февруари 1703 г.В една снежна и мразовита нощ група от четиридесет и седем самураи стремително нахлува в японската столица. Въоръжени с по няколко меча, лъкове и копия, маскирани зад шапки и шалове, самураите имат ясна цел пред себе си – трябва да бъде убит Кира Йошинака, церемониал-майсторът в двореца.Сано Ичиро, сосакан сама на шогуна – неговият най-почитаем следовател на събития, ситуации и хора – е призован отново. Той ще се впусне в едно ново преследване, корените на което се крият в древна легенда за героичния подвиг или подлото предателство на четиридесет и седем ронини и техния господар. Легенда, известна в Япония, като “Любовницата на ронина”."
10628,Енциклопедии,"Дванадесеттомната национална енциклопедия “България” е научно-справочно издание, предназначено за широк кръг читатели. Тя съдържа максимално пълна информация за Република България, обхваща всичко значително за страната – природа, история, стопанство, наука, култура. Събран е и е систематизиран огромен фактологичен материал за всичко съществено, станало по българските земи и сътворено от българския народ през 13-вековното му развитие.Енциклопедията съдържа 12 840 статии – за исторически и политически събития, политически и обществени организации, за предприятия, културни и научни институции, за природни обекти, селища, исторически места, културни, писмени и архитектурни паметници и забележителности, за български политически, обществени, научни, културни, стопански и други дейци, оставили трайна диря в многовековния живот на народа, и за чужденци, чиято дейност е свързана с България.Изданието е богато илюстрирано с над 10 000 цветни и черно-бели илюстрации, схеми, карти и таблици."
10627,Енциклопедии,"Дванадесеттомната национална енциклопедия “България” е научно-справочно издание, предназначено за широк кръг читатели. Тя съдържа максимално пълна информация за Република България, обхваща всичко значително за страната – природа, история, стопанство, наука, култура. Събран е и е систематизиран огромен фактологичен материал за всичко съществено, станало по българските земи и сътворено от българския народ през 13-вековното му развитие.Енциклопедията съдържа 12 840 статии – за исторически и политически събития, политически и обществени организации, за предприятия, културни и научни институции, за природни обекти, селища, исторически места, културни, писмени и архитектурни паметници и забележителности, за български политически, обществени, научни, културни, стопански и други дейци, оставили трайна диря в многовековния живот на народа, и за чужденци, чиято дейност е свързана с България.Изданието е богато илюстрирано с над 10 000 цветни и черно-бели илюстрации, схеми, карти и таблици."
10626,Енциклопедии,"Дванадесеттомната национална енциклопедия “България” е научно-справочно издание, предназначено за широк кръг читатели. Тя съдържа максимално пълна информация за Република България, обхваща всичко значително за страната – природа, история, стопанство, наука, култура. Събран е и е систематизиран огромен фактологичен материал за всичко съществено, станало по българските земи и сътворено от българския народ през 13-вековното му развитие.Енциклопедията съдържа 12 840 статии – за исторически и политически събития, политически и обществени организации, за предприятия, културни и научни институции, за природни обекти, селища, исторически места, културни, писмени и архитектурни паметници и забележителности, за български политически, обществени, научни, културни, стопански и други дейци, оставили трайна диря в многовековния живот на народа, и за чужденци, чиято дейност е свързана с България.Изданието е богато илюстрирано с над 10 000 цветни и черно-бели илюстрации, схеми, карти и таблици."
10625,Енциклопедии,"Дванадесеттомната национална енциклопедия “България” е научно-справочно издание, предназначено за широк кръг читатели. Тя съдържа максимално пълна информация за Република България, обхваща всичко значително за страната – природа, история, стопанство, наука, култура. Събран е и е систематизиран огромен фактологичен материал за всичко съществено, станало по българските земи и сътворено от българския народ през 13-вековното му развитие.Енциклопедията съдържа 12 840 статии – за исторически и политически събития, политически и обществени организации, за предприятия, културни и научни институции, за природни обекти, селища, исторически места, културни, писмени и архитектурни паметници и забележителности, за български политически, обществени, научни, културни, стопански и други дейци, оставили трайна диря в многовековния живот на народа, и за чужденци, чиято дейност е свързана с България.Изданието е богато илюстрирано с над 10 000 цветни и черно-бели илюстрации, схеми, карти и таблици."
